p1 p2 p3 p4 p5 p6 p7 p8 p9
A3101 0.875632891163977 0.779562426334273 0.931668007394311 0.976087198029305 0.964738158140824 0.964107350847142 0.956975266325794 0.953876779949447 0.402444377623764
A3201 0.671010395150997 0.631465746775808 0.881565820587851 0.943061244842264 0.941575414585287 0.902613538193688 0.919524063233375 0.828726408075411 0.543580860882762
A3301 0.91009037976884 0.751733490951081 0.929442729392142 0.97160764530358 0.956837556413825 0.959418874971612 0.963741242845271 0.944841951980309 0.209891085697146
A3303 0.649560765570943 0.583452704668155 0.583452704668155 0.583452704668155 0.517344643765367 0.583452704668155 0.583452704668155 0.649560765570943 0
A3401 0.544744038856483 0.631510499154733 0.858862462049961 0.911238529560923 0.895983456085722 0.869815497482222 0.901395480877796 0.936330483886642 0.284731932248587
A3402 0.703347317268198 0.591164179248948 0.883589427628685 0.914255294050614 0.92504117869754 0.887944211135062 0.865430432165507 0.934008634707763 0.365594112712845
A3601 0.784448111114036 0.619511916673868 0.463726153461879 0.947422054181514 0.965634276233786 0.952992963828956 0.858180440389573 0.897786202912579 0.18914938763004
A6601 0.555583129236447 0.511810679386273 0.765667215835643 0.869448181582715 0.86184685037525 0.747544030027563 0.827825191642344 0.859348000935648 0.228457450094308
A6801 0.944313399961873 0.731648821705369 0.92306787505966 0.975599100313666 0.957334172092804 0.965133331858851 0.963297084604395 0.959967172949964 0.389337361390987
A6802 0.913206622048201 0.693875534444618 0.905758558468005 0.967617886607889 0.928575584016143 0.922546268165384 0.938962181389146 0.919579827941641 0.512117333104794
A7401 0.690402794443109 0.614570120768136 0.900240612533223 0.911800542538399 0.953043100018161 0.909986630764988 0.91681184344268 0.914559309423939 0.0988230210202548
B0702 0.856235632509588 0.183172575026237 0.891802648402606 0.925397683920524 0.906655385955531 0.915259722928292 0.913944498722033 0.876782922779148 0.495418012912466
B0704 0.824886096189386 0.232339578467252 0.820867337388897 0.918843746133609 0.895807465536222 0.896321622807645 0.835557789921018 0.874839314638934 0.402230192585811
B0801 0.925393251403199 0.764402201359812 0.761613178364257 0.917719194186357 0.519684600424558 0.933110174239059 0.941764812248538 0.796461386462287 0.419439853763661
B1301 0.704526467444226 0.551689915030688 0.650412919101455 0.821471489483195 0.776619217188596 0.666291511954838 0.805592896629811 0.555355319766987 0.488586765987117
B1302 0.592868113526912 0 0.719719804457485 0.730222260263717 0.832396631327632 0.736246819683182 0.872513919472511 0.733234539973449 0
B1402 0.729253192233731 0.540699656579443 0.805023931843593 0.879609037521604 0.465969577418034 0.912120060314523 0.90130090700728 0.755589312034003 0.257755037663642
B1501 0.891364522479694 0.657577405641398 0.899036488392859 0.93828313560353 0.958370768259374 0.953467398715024 0.929918744742596 0.915173600419005 0.42415384088875
B1502 0.905366668841965 0.640425133914536 0.888419556711255 0.862076495356312 0.901280899556742 0.905756420624336 0.882417049969101 0.821818257783558 0.447997297106447
B1503 0.828689108047227 0.782599768976336 0.85266461423637 0.92984325367237 0.94672245362068 0.910605466025155 0.835224208373915 0.857178386294572 0.453072901870491
B1510 0.664782156582365 0.0905252366627937 0.651346424167964 0.78500783353204 0.664782156582365 0.664782156582365 0.566717395396713 0.557992212047092 0.264953601550242
B1517 0.884057853024802 0.668711590353044 0.925848057161703 0.944331709555419 0.964975834494254 0.960510408213254 0.943591755105823 0.963918978070066 0.580167800168624
B1801 0.856403510084572 0.150022295219488 0.945297577572435 0.907398166566465 0.917252165303174 0.939132376114309 0.946635045576016 0.91245221051155 0.559947866814979
B2705 0.866701603583685 0.418086151812457 0.939630453649257 0.942320727939232 0.950160349133721 0.937227270581889 0.927229403551329 0.912104058335914 0.728031172986423
B3501 0.920389815422036 0.459770887206424 0.935767005570061 0.947559351422924 0.953037206882263 0.947332165053088 0.943647900811591 0.912512058514737 0.575097078979713
B3503 0.800834850438938 0.0844658174836661 0.865320535665062 0.844669453232012 0.900241343022017 0.872581166645996 0.856121535946923 0.805470368327057 0.257705285552013
B3507 0.87364475469791 0.302828399832723 0.913888777308401 0.898981928306404 0.93152266144205 0.927726969117025 0.90400158510879 0.880078104369005 0.47646471270733
B3701 0.578445532899398 0.325234254566237 0.498767914436056 0.578445532899398 0.300512852639037 0.694134639479277 0.556612467725996 0.498767914436056 0.325234254566237
B3801 0.707222493068945 0.209533162471983 0.768923349911547 0.780567651337361 0.842268508179964 0.603026906379226 0.768923349911547 0.664727763221829 0.329853983619803
B3802 0.901032291831605 0.233284818548287 0.841040077499587 0.926200046472936 0.946174522882436 0.935259763165124 0.919403691483059 0.929850321043715 0.439433789361997
B4001 0.898941250057492 0.0602965123445936 0.921641742373828 0.938614491601755 0.948231041951365 0.954943689959836 0.933853648831275 0.937508112901491 0.317361766589337
B4002 0.909464300587763 0.108697148560471 0.944138995556636 0.929572578355819 0.943835661366804 0.92977758628028 0.942271499780565 0.902854934824659 0.478810462446341
B4006 0.810435196972352 0.0814283377417466 0.893251692886522 0.929024094694964 0.948957575565623 0.899872397640782 0.928168817756569 0.854021070190299 0.446831490681343
B4201 0.578445532899398 0 0.498767914436056 0.578445532899398 0.636290086189338 0.498767914436056 0.440923361146116 0.578445532899398 0.462756426319518
B4402 0.841301108082276 0.0324870601744074 0.927723465035118 0.923819161724925 0.949942464913319 0.939217402795144 0.905035085384593 0.930713266079105 0.590902926612409
B4403 0.824582008070158 0.0204105133318202 0.921356300467797 0.912546007112026 0.947317985231475 0.933185373008461 0.890653969858879 0.912031569078049 0.58760103349163
B4501 0.773324691126455 0.0566333073218971 0.912014401583435 0.90459173782374 0.948891428632888 0.927462559612561 0.924596153811619 0.8866735548987 0.479255052873087
B4601 0.78369797476505 0.695819292639857 0.817961344352949 0.880211210382549 0.957441359228094 0.897861884847953 0.918909314051574 0.769926477098488 0.483459424497581
B4901 0.842803301326706 0 0.902476181057142 0.884898771920601 0.93652788956012 0.85376329946971 0.869227358256719 0.788118083954153 0.371870909573603
B5001 0.818778833465525 0.0177169792809863 0.886453136667754 0.873928657584482 0.921604491539859 0.910787354374327 0.894728251640109 0.813312698872147 0.30883098123866
B5101 0.782691778753887 0.37270525944052 0.880824236082407 0.922144910642923 0.949133177927911 0.921976979002621 0.922259487059165 0.889607279005065 0.440256860609057
B5201 0.462756426319518 0.462756426319518 0.187712082812955 0.347067319739639 0.462756426319518 0.462756426319518 0.462756426319518 0.347067319739639 0.187712082812955
B5301 0.870209118972978 0.239029889236303 0.921292503235908 0.958763070098443 0.929011860364564 0.927250430788857 0.945488831240505 0.918755693718621 0.650324161396006
B5401 0.766378965362692 0.0693488321429847 0.926059263915529 0.9323913829172 0.901391083671859 0.888656871443508 0.916454035604562 0.869423722592059 0.686328561429202
B5501 0.838121732912461 0.153621880742288 0.895804348164928 0.901223902502152 0.892007978697518 0.891415324982757 0.869470132705806 0.85772054204792 0.372897413646303
B5502 0.498767914436056 0 0.498767914436056 0.578445532899398 0.578445532899398 0.520600979609458 0.498767914436056 0.404911873029579 0.220835234175695
B5601 0.845236720982407 0.045235640162144 0.889323900727314 0.900933006620883 0.890820982361302 0.886747268378287 0.87208040155381 0.801724268577077 0.274117414118729
B5701 0.884859064138469 0.67278426284016 0.92962912454103 0.927089928769309 0.945530698280178 0.956121665937268 0.954832314254337 0.931220539585094 0.491083910148901
B5703 0.717893814610456 0.472137791064229 0.932576931863223 0.894167549915081 0.92278313420735 0.948147094587783 0.925167780530103 0.880399263383398 0.482845829854053
B5801 0.856514124831307 0.662681075825956 0.915998615238532 0.938243524005212 0.953866955896395 0.966268512109376 0.940534395663298 0.952940369172332 0.553335967463794
B5802 0 0.231378213159759 0.347067319739639 0.347067319739639 0.231378213159759 0.462756426319518 0.347067319739639 0.347067319739639 0.462756426319518
C0102 0.872781073788576 0.701332428833067 0.100703083011098 0.910195477365559 0.913365712063101 0.936069702524011 0.884857985478466 0.78519675535871 0.247714261165253
C0202 0.79143968394798 0.477349182231054 0.878352140722866 0.861591475048413 0.95200199265451 0.916286050441933 0.937533640199383 0.909435636635612 0.486637167028937
C0302 0.728827226890713 0.526205268624344 0.896708615079033 0.856673827730175 0.922650864395275 0.888466708114213 0.885754490089678 0.813529353908043 0.570064607436256
C0303 0.75244147306608 0.513348553419886 0.872215975740233 0.882450979744173 0.935759970409719 0.90948718159356 0.915032146980359 0.885375257387147 0.222228218318447
C0304 0.806271713669973 0.463281128244124 0.903643854628343 0.878186837560067 0.927261773425154 0.931980045244402 0.90441663998003 0.856758446913395 0.202720785626087
C0401 0.893520055552631 0.624528315530033 0.229062509673429 0.909668610719086 0.940089614879344 0.934171897690533 0.898309912869842 0.933576859937755 0.505059752569325
C0403 0.827352551016953 0.681362693051193 0.238231201570693 0.894549456455022 0.933542997722101 0.83001842121653 0.833294646857937 0.914954222262121 0.485308180674484
C0501 0.860540338950831 0.728505832842076 0.365394647627278 0.892785596050503 0.942623481416143 0.935746349214037 0.920469894331757 0.908749279596837 0.478683043227299
C0602 0.887660677949256 0.55040964875876 0.872207457538999 0.890217276250964 0.926248637082681 0.823943121645716 0.826772629495666 0.915113215349635 0.508230839960319
C0701 0.735969323010657 0.375010206892904 0.924841382954477 0.872729630514982 0.931712969615452 0.875385095801061 0.894580123945306 0.862171565838537 0.435288332771649
C0702 0.846077610026388 0.443657455413861 0.925595090915747 0.866756647946618 0.948625856434268 0.911860421568067 0.93012211344392 0.895421586820087 0.471471917957167
C0704 0.842246904433823 0.793063430831594 0.866734846031003 0.838606419788647 0.87046872087376 0.892578140474774 0.750984010193062 0.878616673773802 0.408159754494405
C0801 0.620692587106021 0.603026906379226 0.664727763221829 0.768923349911547 0.768923349911547 0.830624206754149 0.738072921490246 0.58984215868472 0.318209682193989
C0802 0.874242941758269 0.740692763778377 0.132197147552925 0.913897922558604 0.930104978980453 0.935589785559043 0.928470615560366 0.898612279867499 0.350600553579565
C1202 0.492392569281479 0.517344643765367 0.517344643765367 0.649560765570943 0.649560765570943 0.319020461057002 0.42628450837869 0.583452704668155 0.492392569281479
C1203 0.856293410376375 0.370867425330546 0.854107728664141 0.845336488153451 0.957487713485082 0.875430563013853 0.915245277997158 0.891117381829655 0.564306295572394
C1402 0.869788881793348 0.368090555842734 0.856759253853627 0.916286258325301 0.952709648412755 0.906351818479675 0.920098749282528 0.87308051375863 0.433737485065875
C1403 0.864829007191603 0.316766440524432 0.85836033197843 0.911606067147416 0.968262903691543 0.894034322810858 0.91002915313828 0.856683847470069 0.566902769138436
C1502 0.834890419821942 0.540834348576471 0.892367730225372 0.882623998430674 0.940063287737431 0.897424015587941 0.719980631761606 0.886664807506112 0.362617228196376
C1601 0.863636473281328 0.369437990343798 0.866811109264114 0.908696700319043 0.919196831309378 0.943014313557584 0.889269297907906 0.859489174047482 0.510251688276825
C1701 0.799574298081938 0.411681561586534 0.817593185787977 0.868205288766533 0.93766535768514 0.834367054532408 0.831389149483645 0.883655987071896 0.160249158372911
G0101 0.696746175431369 0.845058741282703 0.417740619673521 0.924305172986845 0.954311638960647 0.919760119067685 0.77235437713746 0.909391017269593 0.141711808154487
G0103 0.635672197521253 0.833276261670674 0.462474025114374 0.889589251210476 0.939222476900293 0.846909183794807 0.783297431328896 0.890552020101917 0.152015840462815
G0104 0.598670667143916 0.80952838205343 0.474930741782891 0.897213751282588 0.944733944613306 0.880999978678794 0.704159778172109 0.879844807355612 0.154328826206274
Avg 0.790946033936872 0.464738120723396 0.781453228396404 0.870603922021349 0.883446431092847 0.86430197318319 0.8556559590997 0.846248245529067 0.409263783629016
