p1 p2 p3 p4 p5 p6 p7 p8 p9
A7401 0.690402794443109 0.614570120768136 0.900240612533223 0.911800542538399 0.953043100018161 0.909986630764988 0.91681184344268 0.914559309423939 0.0988230210202548
B0702 0.833769261941705 0.163943332459338 0.89610426994858 0.91333707676202 0.893729998242997 0.910598724310101 0.90552236178781 0.87228249191145 0.426017199530352
B0704 0.824886096189386 0.232339578467252 0.820867337388897 0.918843746133609 0.895807465536222 0.896321622807645 0.835557789921018 0.874839314638934 0.402230192585811
B0801 0.890701028940249 0.706069905900208 0.780800873977437 0.878033578111002 0.484945915910959 0.887969136822243 0.898192906585613 0.763173402718929 0.37724645632015
B1301 0.718266225848687 0.519873612218274 0.775051390879267 0.871726079157824 0.846488238916921 0.795405481703148 0.849114021834037 0.731238287522088 0.49069314578014
B1302 0.691103457982109 0.267738474840449 0.827703093522798 0.821755331322481 0.864130069968331 0.825514733818287 0.838012537260833 0.80389984836425 0.192975753982857
B1402 0.76787684643629 0.532165968329567 0.793276462553077 0.894448009515832 0.568572324391083 0.926032238309885 0.910880614372398 0.790983809951713 0.310044417336253
B1501 0.860400501733806 0.615765400123345 0.891743412491257 0.916777850024055 0.949169623602229 0.947166400495868 0.918954924916417 0.898185568361233 0.40745079788597
B1502 0.879210186940041 0.634076522376822 0.878440096307379 0.868587853642378 0.913298355174899 0.915046157133751 0.888665733036153 0.827920053718795 0.399103298066299
B1503 0.814474211575284 0.600672678009879 0.887737645661198 0.926275555428358 0.946377969857209 0.927284564170817 0.868921667909395 0.870200282132671 0.428964995501265
B1510 0.77932782929312 0.118582181470385 0.773316193150379 0.845868340696002 0.798965476978979 0.775633531803454 0.732621942421992 0.705703959491644 0.298396303169031
B1517 0.86319607730257 0.558319075359825 0.882023227840929 0.921244705691672 0.949853209058768 0.937027579313127 0.78716900427773 0.919207595156198 0.546253924534562
B1801 0.83828187023768 0.126985058778372 0.93070174946014 0.90814946701992 0.904881974229653 0.92221522774459 0.93213481973507 0.896597621392122 0.543732554851968
B2705 0.837703038636068 0.238400308075227 0.885171002245886 0.939191160408612 0.917450196234639 0.918889133569281 0.888398074836606 0.907536566954533 0.682843658124284
B3501 0.881752149260848 0.380413429279545 0.914087491476504 0.920005672769751 0.907189220511853 0.917928484149786 0.910601447911613 0.904035529137936 0.524601111929156
B3503 0.80731931372737 0.13347282999405 0.88353340718089 0.863494974870802 0.918030090623494 0.887013583515457 0.891063253158514 0.824516101212161 0.285829522101572
B3507 0.87364475469791 0.302828399832723 0.913888777308401 0.898981928306404 0.93152266144205 0.927726969117025 0.90400158510879 0.880078104369005 0.47646471270733
B3701 0.682860857425345 0.33165607792389 0.673376089977721 0.721884697256976 0.446847896398154 0.816030412382302 0.748127409569004 0.695755866101119 0.406655281409143
B3801 0.803577965936476 0.213996876725957 0.813764559926893 0.847641069205645 0.886270698195782 0.767657890185409 0.845612952833677 0.786446329423345 0.379517983732648
B3802 0.901032291831605 0.233284818548287 0.841040077499587 0.926200046472936 0.946174522882436 0.935259763165124 0.919403691483059 0.929850321043715 0.439433789361997
B4001 0.87415602368132 0.0527364420264803 0.920476723658738 0.930015601728103 0.941337386289381 0.948845355520196 0.909986733819437 0.920143552227377 0.237172077924326
B4002 0.872050675551897 0.109307487876329 0.944851355451181 0.922209404513739 0.941530707156189 0.925205903550175 0.938831482341906 0.888135218327591 0.471067535504165
B4006 0.810435196972352 0.0814283377417466 0.893251692886522 0.929024094694964 0.948957575565623 0.899872397640782 0.928168817756569 0.854021070190299 0.446831490681343
B4201 0.724221625536364 0.0967817449635115 0.687694799605167 0.746933332898764 0.76834993727976 0.714832465717175 0.681750697201554 0.723960817963423 0.440698313583406
B4402 0.808231064016481 0.0392533922168824 0.915444394298791 0.907576891365254 0.894775295337308 0.912249605049082 0.898534559548315 0.920280689007716 0.548576761432289
B4403 0.794391095490541 0.0215775502558555 0.904994764581347 0.900393785237723 0.896966444680243 0.908882688043629 0.86785333138603 0.914325855053511 0.558584780262389
B4501 0.729006956739793 0.0487973302989042 0.905251638112126 0.908258514037828 0.951216394316065 0.932093258192537 0.917667712235728 0.868629033414604 0.430402449244423
B4601 0.802078907158865 0.67618958981435 0.793554272974032 0.865315849981884 0.93633586255098 0.895208303558902 0.906926454618968 0.756538923418143 0.49859950549069
B4901 0.84927301562205 0.0138504000218433 0.925156366383698 0.902261984197293 0.942972263490455 0.894027298595039 0.901442640101655 0.838592353533186 0.392636578098558
B5001 0.846750157438934 0.0495728875145343 0.836610682789484 0.894395983012852 0.911647851055715 0.882507058733858 0.87363718071986 0.842936325844977 0.408418138765405
B5101 0.768827040831926 0.346131922645871 0.864239161478419 0.91338954542923 0.948784948856097 0.909680829092426 0.897189202763657 0.887312870114064 0.407662271346651
B5201 0.66572691390594 0.477712549610247 0.503195349879448 0.628162484231277 0.685816884942464 0.695817355971824 0.687732309414004 0.583699973291472 0.260866149797272
B5301 0.867219282803792 0.25284696247502 0.91461415006591 0.916869499176541 0.934477766341964 0.930925277905429 0.935156942449778 0.915969169204797 0.608311700597109
B5401 0.787016325933253 0.166553922211775 0.913638393950971 0.929114766895283 0.896188244685767 0.880705335932343 0.89684493412935 0.862212009089932 0.537404280408761
B5501 0.838121732912461 0.153621880742288 0.895804348164928 0.901223902502152 0.892007978697518 0.891415324982757 0.869470132705806 0.85772054204792 0.372897413646303
B5502 0.670101134219477 0.0560477095076469 0.71394268623661 0.744579074543413 0.735732901817841 0.711631189101118 0.699937167435533 0.629279615952053 0.295478106410397
B5601 0.842014819528161 0.0925009940764045 0.910849129517292 0.902320709166537 0.890686245552842 0.897692625651536 0.88599067859643 0.817297170932765 0.317004661792015
B5701 0.8458261088087 0.590070767122269 0.918299861319688 0.911452958730404 0.915663714386621 0.934979918735069 0.947758876134781 0.913672241207179 0.428825427369541
B5703 0.717893814610456 0.472137791064229 0.932576931863223 0.894167549915081 0.92278313420735 0.948147094587783 0.925167780530103 0.880399263383398 0.482845829854053
B5801 0.799898753681636 0.606530038233334 0.906154551099161 0.921063268379584 0.940757563070888 0.950192943473389 0.937772326621776 0.921591365703368 0.478839528475367
B5802 0.280043295838363 0.321078353684198 0.597097259395243 0.639135993119612 0.565203989218294 0.701552180952175 0.570029312482691 0.597299020237466 0.473895776567264
C0102 0.876443591049006 0.694309950788222 0.222464050122977 0.904873115267416 0.913965407590378 0.931934777188797 0.886903706735714 0.76994205693341 0.25745566056836
C0202 0.794809326709405 0.491698244327677 0.871810185764397 0.851164684904999 0.934591103835493 0.911757133766492 0.93246516741941 0.908007516487322 0.517159069720948
C0302 0.728827226890713 0.526205268624344 0.896708615079033 0.856673827730175 0.922650864395275 0.888466708114213 0.885754490089678 0.813529353908043 0.570064607436256
C0303 0.752649897686064 0.522895847237912 0.8722477976459 0.872392414819333 0.929745543628703 0.912114236707712 0.911459638322201 0.87024134682306 0.277305322693709
C0304 0.791056340987016 0.507271712669103 0.881407388383585 0.86893705882059 0.92687555963452 0.923229554219586 0.904558040536877 0.849859739813619 0.249889344048263
C0401 0.895286942710016 0.574669613840556 0.297209713148873 0.903766440108464 0.945632267447689 0.920095245730354 0.892592872449943 0.934173019294252 0.519851786161404
C0403 0.827352551016953 0.681362693051193 0.238231201570693 0.894549456455022 0.933542997722101 0.83001842121653 0.833294646857937 0.914954222262121 0.485308180674484
C0501 0.85988442893191 0.663947788075495 0.265692289044034 0.897735528392845 0.927054853349226 0.923004984044879 0.885341123277571 0.905792428957502 0.475428116170014
C0602 0.884781314910577 0.606688450961759 0.843257954566478 0.861344117010746 0.911549842553479 0.791075479505476 0.797621725553629 0.910613498185259 0.48753786702176
C0701 0.738417217878756 0.474064423251064 0.910832278704269 0.864174418567523 0.924993672239677 0.86057694759116 0.88675719335175 0.857241160848283 0.450936349558636
C0702 0.85626583672332 0.412417076007966 0.887118530340998 0.848984834416708 0.946288580007025 0.908522662032889 0.9299419277706 0.883902092712423 0.480887165546761
C0704 0.842246904433823 0.793063430831594 0.866734846031003 0.838606419788647 0.87046872087376 0.892578140474774 0.750984010193062 0.878616673773802 0.408159754494405
C0801 0.727080571162977 0.547593379644677 0.768875922699429 0.821428590287949 0.841762424352237 0.892048452871938 0.829637362890966 0.70512054426792 0.320033593080281
C0802 0.87122250881348 0.709889731728552 0.152767106058259 0.912998949017809 0.923752335148106 0.934455409961611 0.924130821775204 0.890387397423593 0.360002169807733
C1202 0.670454424174592 0.494858474910189 0.682053632120567 0.747990789666532 0.778190769888514 0.599269157579684 0.657400008188308 0.709967366348973 0.535900975757551
C1203 0.865442291943291 0.447430421305754 0.827249277639446 0.848693698950179 0.944943063339673 0.851966502553091 0.891702844679843 0.890945192521039 0.609880520069895
C1402 0.85806429687275 0.333205143113699 0.839223072164447 0.912922023772524 0.956534244736448 0.882815696643824 0.91100619162114 0.847291896300912 0.492973830626319
C1403 0.864829007191603 0.316766440524432 0.85836033197843 0.911606067147416 0.968262903691543 0.894034322810858 0.91002915313828 0.856683847470069 0.566902769138436
C1502 0.824672684118143 0.594942008915076 0.877890975431342 0.892926380992258 0.938389702279959 0.89234112530973 0.714260799199581 0.885856440560212 0.387516933635798
C1601 0.852075713137678 0.473862678981391 0.865667193371704 0.905603501496164 0.899999334600632 0.932214229970594 0.876730312298083 0.862988784357607 0.55722211826323
C1701 0.807439170356239 0.443097784723395 0.820300326923213 0.873625615558467 0.925391716643194 0.82450184686803 0.790746738469361 0.889010501621015 0.13634782839934
G0101 0.66952401605216 0.84091988870645 0.43892120559169 0.908804798827933 0.945424143260653 0.88050228664305 0.773308458257505 0.903546876894389 0.153218488910269
G0103 0.635672197521253 0.833276261670674 0.462474025114374 0.889589251210476 0.939222476900293 0.846909183794807 0.783297431328896 0.890552020101917 0.152015840462815
G0104 0.598670667143916 0.80952838205343 0.474930741782891 0.897213751282588 0.944733944613306 0.880999978678794 0.704159778172109 0.879844807355612 0.154328826206274
Avg 0.793523388751925 0.457328290113753 0.794461963521627 0.880673331560533 0.894974015286288 0.876363884959516 0.867104276662832 0.863364944841023 0.399625352864245
