p1 p2 p3 p4 p5 p6 p7 p8 p9
C0403 0.827352551016953 0.681362693051193 0.238231201570693 0.894549456455022 0.933542997722101 0.83001842121653 0.833294646857937 0.914954222262121 0.485308180674484
C0501 0.859228518912988 0.599389743308913 0.165989930460789 0.902685460735188 0.911486225282309 0.91026361887572 0.850212352223386 0.902835578318167 0.472173189112729
C0602 0.881901951871898 0.662967253164758 0.814308451593958 0.832470957770527 0.896851048024277 0.758207837365237 0.768470821611592 0.906113781020883 0.466844894083202
C0701 0.740865112746855 0.573118639609224 0.896823174454061 0.855619206620064 0.918274374863902 0.84576879938126 0.878934262758194 0.852310755858029 0.466584366345622
C0702 0.866454063420252 0.381176696602071 0.848641969766249 0.831213020886798 0.943951303579782 0.905184902497712 0.92976174209728 0.872382598604759 0.490302413136355
C0704 0.842246904433823 0.793063430831594 0.866734846031003 0.838606419788647 0.87046872087376 0.892578140474774 0.750984010193062 0.878616673773802 0.408159754494405
C0801 0.833468555219934 0.492159852910128 0.873024082177028 0.873933830664351 0.914601498792926 0.953472698989726 0.921201804291687 0.820398929851119 0.321857503966573
C0802 0.86820207586869 0.679086699678726 0.173337064563592 0.912099975477013 0.91739969131576 0.933321034364179 0.919791027990043 0.882162514979686 0.3694037860359
C1202 0.848516279067705 0.472372306055012 0.846762620475767 0.84642081376212 0.906820774206085 0.879517854102366 0.888515507997926 0.836482028029791 0.579409382233624
C1203 0.874591173510206 0.523993417280962 0.800390826614751 0.852050909746907 0.932398413194265 0.82850244209233 0.868160411362529 0.890773003212423 0.655454744567396
C1402 0.846339711952153 0.298319730384665 0.821686890475266 0.909557789219746 0.960358841060141 0.859279574807973 0.901913633959751 0.821503278843194 0.552210176186763
C1403 0.864829007191603 0.316766440524432 0.85836033197843 0.911606067147416 0.968262903691543 0.894034322810858 0.91002915313828 0.856683847470069 0.566902769138436
C1502 0.814454948414344 0.649049669253681 0.863414220637313 0.903228763553842 0.936716116822487 0.887258235031518 0.708540966637555 0.885048073614311 0.41241663907522
C1601 0.840514952994029 0.578287367618983 0.864523277479295 0.902510302673285 0.880801837891885 0.921414146383604 0.864191326688259 0.866488394667732 0.604192548249635
C1701 0.81530404263054 0.474514007860255 0.823007468058449 0.879045942350401 0.913118075601249 0.814636639203651 0.750104327455077 0.894365016170134 0.11244649842577
G0101 0.642301856672952 0.836781036130197 0.46010179150986 0.893304424669022 0.936536647560659 0.841244454218415 0.774262539377551 0.897702736519185 0.16472516966605
G0103 0.635672197521253 0.833276261670674 0.462474025114374 0.889589251210476 0.939222476900293 0.846909183794807 0.783297431328896 0.890552020101917 0.152015840462815
G0104 0.598670667143916 0.80952838205343 0.474930741782891 0.897213751282588 0.944733944613306 0.880999978678794 0.704159778172109 0.879844807355612 0.154328826206274
Avg 0.796100743566979 0.44991845950411 0.807470698646849 0.890742741099717 0.906501599479728 0.888425796735843 0.878552594225964 0.880481644152979 0.389986922099475
